PMID,DB.ID,REF.SENTENCE,ASSOCIATION.CLASS
24453080,id175566,"Using a cross-sectional design, we studied 11 patients with Alzheimer disease dementia, 14 patients with amnestic mild cognitive impairment, and 14 age-matched healthy controls with no group differences in APOE ε4 carrier status.",X
24439168,id175567,"We investigated the genomic region spanning the Translocase of the Outer Mitochondrial Membrane 40-kD (TOMM40) and Apolipoprotein E (APOE) genes, that has been associated with the risk and age of onset of late-onset Alzheimer's disease (LOAD) to determine whether a highly polymorphic, intronic poly-T within this region (rs10524523; hereafter, 523) affects expression of the APOE and TOMM40 genes.",X
24434095,id175568,"These data fail to support a relationship between APOE genotype and longitudinal change in depression symptoms, suggesting that depression symptoms may not be intrinsic to the early preclinical phase of Alzheimer's disease.",A
24225352,id175569,"Pearson correlations and multiple linear regression, controlling for age, sex, APOE genotype, and body mass index, evaluated the relationship between PP and Alzheimer disease biomarkers.",X
24199961,id175570,"We examined the extent to which the hallmark pathologies of Alzheimer's disease, Lewy body disease, and cerebrovascular diseases account for the association of age and APOE with decline in episodic memory versus nonepisodic cognitive abilities.",X
24189208,id175571,"To evaluate correlations of pharmacological treatment with cognitive and behavioral symptoms in patients with dementia due to Alzheimer's disease with low schooling, subjects were assessed for demographic features, neuropsychiatric symptoms, cognitive decline, functionality, caregiver burden, APOE haplotypes and pharmacological treatment.",X
23706516,id175572,"In this multicenter study, we investigated a possible association between the APOE ε4 allele and white matter (WM) integrity in Alzheimer's disease (AD) using diffusion tensor imaging (DTI).",X
23669301,id175573,"We sought to examine the role of interactions between the nine recently identified AD susceptibility genes and APOE in cognitive function and decline in 1,153 participants from the Wisconsin Registry for Alzheimer's Prevention, a longitudinal study of middle-aged adults enriched for a parental history of AD.",X
23647000,id175574,The goal of this study was to examine the association of the APOE ε4 allele with the late-life cognitive trajectory and test the hypothesis that the association of ε4 with cognitive decline is explained by Alzheimer's disease (AD) neuropathology.,X
23584199,id175575,"By analogy to effects of APOE4 on the risk of Alzheimer disease (AD), the APOE genotype may influence β-amyloid (Aβ) and tau deposition after TBI.",A
23270420,id175576,This study investigates the association between APOE and neuropsychiatric symptoms in a large sample of clinically well-characterized subjects with probable AD (n=790) who were systematically evaluated using the Consortium to Establish a Registry for Alzheimer's Disease (CERAD) Behavioral Rating Scale for Dementia (BRSD).,X
23242298,id175577,"To determine if a correlation exists between APOE genotype, diabetes mellitus and Alzheimer's disease.",X
23242298,id175578,"From the many variables investigated, two were conclusive: (1) the presence of Alzheimer's disease was higher in patients with diabetes mellitus, and (2) no correlation between late-onset sporadic Alzheimer's disease and APOE was found in the target population.",X
22986607,id175579,The aim of this study was to evaluate the effect of CYP2D6*10 and APOE polymorphisms on both steady-state plasma concentrations (Cp) and clinical response of donepezil in patients with mild-to-moderate Alzheimer's disease (AD).,X
22815080,id175580,"Although an association between the apolipoprotein E (APOE) ε4 allele and increased risk of Alzheimer's disease (AD) is established, the utility of APOE genotyping in the clinical diagnosis of AD is still under investigation.",X
22814083,id175581,"We present a random change point model to characterize decline in cognition among community-based elderly who developed Alzheimer's disease (AD) or amnestic mild cognitive impairment (MCI), and to examine how decline varies with age, sex, education, and APOE status.",X
21685781,id175582,"We examined the relationship between APOE genotype and change in the ability to perform activities of daily living at 12- and 24-month intervals in 225 healthy comparison subjects, 381 individuals with amnestic mild cognitive impairment, and 189 individuals with Alzheimer disease who were enrolled in the Alzheimer's Disease Neuroimaging Initiative study.",X
21533863,id175583,"The objective of this study was to investigate the association of ACE and APOC1 gene polymorphisms with susceptibility to Alzheimer's disease and dementia in general, both alone and combined with the APOE gene.",X
21349439,id175584,"In particular, APOE ɛ4 is associated with increased risk for Alzheimer's disease whereas APOE ɛ2 is associated with decreased risk.",Y
20668461,id175585,"An intriguing aspect of these findings is the implication that TOMM40, the channel-forming subunit of the translocase of the mitochondrial outer membrane complex, and a gene generally considered to be indiscernible from APOE because of linkage disequilibrium, may itself contribute to Alzheimer pathology.",A
20603483,id175586,"Cox proportional hazards models adjusting for age, sex, education, homocysteine, and APOE epsilon4 examined the association between baseline depressive symptoms and the risk of dementia and Alzheimer disease (AD).",X
20562467,id175587,"To investigate whether some patients with very mild Alzheimer's disease (AD) demonstrate disproportionate executive dysfunction relative to amnesia and how this relates to functional impairment in daily life, future clinical decline, APOE genotype and regional cortical thickness measured from MRI scan data.",X
20479234,id175588,"The epsilon4 allele of the apolipoprotein E (APOE) gene is the major genetic risk factor for Alzheimer's disease (AD), but limited work has suggested that APOE genotype may modulate disease phenotype.",A
20065135,id175589,Our findings suggest that APOE epsilon4-mediated risk for Alzheimer disease is associated with widespread decline in rCBF over time that precedes the onset of dementia.,Y
20065135,id175590,Accelerated rates of decline in brain function in APOE epsilon4 carriers may contribute to an increased risk for Alzheimer disease and a younger age at onset.,A
19940480,id175591,We aimed to assess the influence of APOE genotype on cortical thickness and regional brain volumes in AD (Alzheimer's disease).,X
19788866,id175592,The APOE epsilon4 allele is associated with risk of late-onset Alzheimer's disease (AD).,Y
19734903,id175593,"Markers outside APOE with suggestive evidence of association (P < 10(-5)) were examined in collections from Belgium, Finland, Italy and Spain totaling 3,978 Alzheimer's disease cases and 3,297 controls.",X
19590821,id175594,The study aimed to characterize neuropsychiatric symptomatology in Alzheimer's disease (AD) and investigate the role of APOE genotype and other clinical variables in the onset of neuropsychiatric disorders.,X
19339712,id175595,To examine the influence of the APOE genotype on levels of beta-amyloid (Abeta) plaque load and atrophy in patients with Alzheimer disease (AD) in vivo.,X
19255410,id175596,"Many studies have examined the role of APOE genotype in the development of dementia, specifically Alzheimer disease (AD).",X
19142571,id175597,"We investigated newly reported -427T/C promoter polymorphism in association with sporadic Alzheimer's disease (AD), vascular (VD) and mixed dementia (MD) along with APOE genotype and gender.",X
19013250,id175598,Our aim was to define the relationship between APOE epsilon4 allele load and regionally-specific brain cortical atrophy in Alzheimer's Disease (AD).,X
18617739,id175599,We investigated whether the effect of the APOE genotype on memory in subjects with MCI was dependent on age and underlying Alzheimer disease (AD) pathology.,X
18478972,id175600,"To evaluate the role of APOE genotypes as risk factors for Alzheimer disease, CAD, and atherosclerosis in the Kurdish population of Kermanshah, Iran, we studied the frequencies of APOE alleles *2, *3, and *4 and genotypes in 914 healthy Kurdish subjects (514 men and 400 women).",X
18430999,id175601,"Intranasal insulin administration raises central nervous system (CNS) insulin levels in humans and acutely facilitates verbal memory in patients with Alzheimer's disease (AD), an effect that may differ by APOE genotype.",A
